Date	Segment	Country	Product	Discount Band	Units Sold	Manufacturing Price	Sale Price	Gross Sales	Discount Price	Net Sales	COGS	Profit	Discount Number	Discount %
43892	Government	United States of America	VTT	Medium	436.5	10	20	8730	698.4	8031.6	4365	3666.6	0.08	0.08
43893	Small Business	Canada	Carretera	Medium	1094	250	300	328200	29538	298662	273500	25162	0.09	0.09
43894	Channel Partners	Mexico	Carretera	Medium	367	3	12	4404	396.36	4007.64	1101	2906.64	0.09	0.09
43895	Small Business	Canada	Montana	Medium	3802.5	250	300	1140750	102667.5	1038082.5	950625	87457.5	0.09	0.09
43896	Government	France	Montana	Medium	1666	260	350	583100	52479	530621	433160	97461	0.09	0.09
43897	Small Business	France	Montana	Medium	322	250	300	96600	8694	87906	80500	7406	0.09	0.09
43898	Channel Partners	Canada	Montana	Medium	2321	3	12	27852	2506.68	25345.32	6963	18382.32	0.09	0.09
43899	Enterprise	France	Montana	Medium	1857	120	125	232125	20891.25	211233.75	222840	-11606.25	0.09	0.09
43900	Government	Canada	Montana	Medium	1611	5	7	11277	1014.93	10262.07	8055	2207.07	0.09	0.09
43901	Enterprise	United States of America	Montana	Medium	2797	120	125	349625	31466.25	318158.75	335640	-17481.25	0.09	0.09
43902	Small Business	Germany	Montana	Medium	334	250	300	100200	9018	91182	83500	7682	0.09	0.09
43903	Small Business	Mexico	Paseo	Medium	2565	250	300	769500	69255	700245	641250	58995	0.09	0.09
43904	Government	Mexico	Paseo	Medium	2417	260	350	845950	76135.5	769814.5	628420	141394.5	0.09	0.09
43905	Midmarket	United States of America	Paseo	Medium	3675	10	15	55125	4961.25	50163.75	36750	13413.75	0.09	0.09
43906	Small Business	Canada	Paseo	Medium	1094	250	300	328200	29538	298662	273500	25162	0.09	0.09
43907	Midmarket	France	Paseo	Medium	1227	10	15	18405	1656.45	16748.55	12270	4478.55	0.09	0.09
43908	Channel Partners	Mexico	Paseo	Medium	367	3	12	4404	396.36	4007.64	1101	2906.64	0.09	0.09
43909	Small Business	France	Paseo	Medium	1324	250	300	397200	35748	361452	331000	30452	0.09	0.09
43910	Channel Partners	Germany	Paseo	Medium	1775	3	12	21300	1917	19383	5325	14058	0.09	0.09
43911	Enterprise	United States of America	Paseo	Medium	2797	120	125	349625	31466.25	318158.75	335640	-17481.25	0.09	0.09
43912	Midmarket	Mexico	Velo	Medium	245	10	15	3675	330.75	3344.25	2450	894.25	0.09	0.09
43913	Small Business	Canada	Velo	Medium	3793.5	250	300	1138050	102424.5	1035625.5	948375	87250.5	0.09	0.09
43914	Government	Germany	Velo	Medium	1307	260	350	457450	41170.5	416279.5	339820	76459.5	0.09	0.09
43915	Enterprise	Canada	Velo	Medium	567	120	125	70875	6378.75	64496.25	68040	-3543.75	0.09	0.09
43916	Enterprise	Mexico	Velo	Medium	2110	120	125	263750	23737.5	240012.5	253200	-13187.5	0.09	0.09
43917	Government	Canada	Velo	Medium	1269	260	350	444150	39973.5	404176.5	329940	74236.5	0.09	0.09
43918	Channel Partners	United States of America	VTT	Medium	1956	3	12	23472	2112.48	21359.52	5868	15491.52	0.09	0.09
43919	Small Business	Germany	VTT	Medium	2659	250	300	797700	71793	725907	664750	61157	0.09	0.09
43920	Government	United States of America	VTT	Medium	1351.5	260	350	473025	42572.25	430452.75	351390	79062.75	0.09	0.09
43921	Channel Partners	Germany	VTT	Medium	880	3	12	10560	950.4	9609.6	2640	6969.6	0.09	0.09
43922	Small Business	United States of America	VTT	Medium	1867	250	300	560100	50409	509691	466750	42941	0.09	0.09
43923	Channel Partners	France	VTT	Medium	2234	3	12	26808	2412.72	24395.28	6702	17693.28	0.09	0.09
43924	Midmarket	France	VTT	Medium	1227	10	15	18405	1656.45	16748.55	12270	4478.55	0.09	0.09
43925	Enterprise	Mexico	VTT	Medium	877	120	125	109625	9866.25	99758.75	105240	-5481.25	0.09	0.09
43926	Government	United States of America	Amarilla	Medium	2071	260	350	724850	65236.5	659613.5	538460	121153.5	0.09	0.09
43927	Government	Canada	Amarilla	Medium	1269	260	350	444150	39973.5	404176.5	329940	74236.5	0.09	0.09
43928	Midmarket	Germany	Amarilla	Medium	970	10	15	14550	1309.5	13240.5	9700	3540.5	0.09	0.09
43929	Government	Mexico	Amarilla	Medium	1694	10	20	33880	3049.2	30830.8	16940	13890.8	0.09	0.09
43930	Government	Germany	Carretera	Medium	663	10	20	13260	1193.4	12066.6	6630	5436.6	0.09	0.09
43931	Government	Canada	Carretera	Medium	819	5	7	5733	515.97	5217.03	4095	1122.03	0.09	0.09
43932	Channel Partners	Germany	Carretera	Medium	1580	3	12	18960	1706.4	17253.6	4740	12513.6	0.09	0.09
43933	Government	Mexico	Carretera	Medium	521	5	7	3647	328.23	3318.77	2605	713.77	0.09	0.09
43934	Government	United States of America	Paseo	Medium	973	10	20	19460	1751.4	17708.6	9730	7978.6	0.09	0.09
43935	Government	Mexico	Paseo	Medium	1038	10	20	20760	1868.4	18891.6	10380	8511.6	0.09	0.09
43936	Government	Germany	Paseo	Medium	360	5	7	2520	226.8	2293.2	1800	493.2	0.09	0.09
43937	Channel Partners	France	Velo	Medium	1967	3	12	23604	2124.36	21479.64	5901	15578.64	0.09	0.09
43938	Midmarket	Mexico	Velo	Medium	2628	10	15	39420	3547.8	35872.2	26280	9592.2	0.09	0.09
43939	Government	Germany	VTT	Medium	360	5	7	2520	226.8	2293.2	1800	493.2	0.09	0.09
43940	Government	France	VTT	Medium	2682	10	20	53640	4827.6	48812.4	26820	21992.4	0.09	0.09
43941	Government	Mexico	VTT	Medium	521	5	7	3647	328.23	3318.77	2605	713.77	0.09	0.09
43942	Government	Mexico	Amarilla	Medium	1038	10	20	20760	1868.4	18891.6	10380	8511.6	0.09	0.09
43943	Midmarket	Canada	Amarilla	Medium	1630.5	10	15	24457.5	2201.175	22256.325	16305	5951.325	0.09	0.09
43944	Channel Partners	France	Amarilla	Medium	306	3	12	3672	330.48	3341.52	918	2423.52	0.09	0.09
43945	Government	France	Montana	Medium	1976	10	20	39520	3161.6	36358.4	19760	16598.4	0.08	0.08
43946	Government	Mexico	Montana	Medium	2181	250	300	654300	52344	601956	545250	56706	0.08	0.08
43947	Government	United States of America	Velo	Medium	235	10	20	4700	376	4324	2350	1974	0.08	0.08
43948	Government	United States of America	Paseo	Medium	345	10	15	5175	414	4761	3450	1311	0.08	0.08
43949	Government	Mexico	Velo	Medium	1269	260	350	444150	35532	408618	329940	78678	0.08	0.08
43950	Government	Mexico	VTT	Medium	1227	10	15	18405	1472.4	16932.6	12270	4662.6	0.08	0.08
43951	Government	France	Amarilla	Medium	1269	260	350	444150	35532	408618	329940	78678	0.08	0.08
43952	Government	Mexico	Velo	Medium	1043	260	350	365050	18252.5	346797.5	271180	75617.5	0.05	0.05
43953	Small Business	United States of America	Velo	Medium	1094	3	12	13128	656.4	12471.6	3282	9189.6	0.05	0.05
43954	Channel Partners	Canada	Velo	Medium	1145	120	125	143125	7156.25	135968.75	137400	-1431.25	0.05	0.05
43955	Midmarket	France	Velo	Medium	1196	120	125	149500	7475	142025	143520	-1495	0.05	0.05
43956	Small Business	Germany	VTT	Medium	1247	250	300	374100	18705	355395	311750	43645	0.05	0.05
43957	Government	Mexico	VTT	Medium	1298	3	12	15576	778.8	14797.2	3894	10903.2	0.05	0.05
43958	Small Business	United States of America	VTT	Medium	1349	10	15	20235	1011.75	19223.25	13490	5733.25	0.05	0.05
43959	Small Business	Canada	VTT	Medium	1400	10	15	21000	1050	19950	14000	5950	0.05	0.05
43960	Midmarket	France	VTT	Medium	1451	260	350	507850	25392.5	482457.5	377260	105197.5	0.05	0.05
43961	Enterprise	Germany	VTT	Medium	1502	250	300	450600	22530	428070	375500	52570	0.05	0.05
43962	Government	United States of America	VTT	Medium	1553	10	20	31060	1553	29507	15530	13977	0.05	0.05
43963	Small Business	United States of America	Amarilla	Medium	1604	260	350	561400	28070	533330	417040	116290	0.05	0.05
43964	Channel Partners	Canada	Amarilla	Medium	1655	3	12	19860	993	18867	4965	13902	0.05	0.05
43965	Small Business	France	Amarilla	Medium	1706	120	125	213250	10662.5	202587.5	204720	-2132.5	0.05	0.05
43966	Enterprise	Germany	Amarilla	Medium	1757	10	20	35140	1757	33383	17570	15813	0.05	0.05
43967	Government	Mexico	Amarilla	Medium	1808	5	7	12656	632.8	12023.2	9040	2983.2	0.05	0.05
43968	Small Business	United States of America	Amarilla	Medium	1859	3	12	22308	1115.4	21192.6	5577	15615.6	0.05	0.05
43969	Channel Partners	Canada	Amarilla	Medium	1910	5	7	13370	668.5	12701.5	9550	3151.5	0.05	0.05
43970	Small Business	France	Amarilla	Medium	1961	10	15	29415	1470.75	27944.25	19610	8334.25	0.05	0.05
43971	Enterprise	Germany	Paseo	Medium	2012	5	7	14084	704.2	13379.8	10060	3319.8	0.05	0.05
43972	Government	Mexico	Paseo	Medium	2063	10	15	30945	1547.25	29397.75	20630	8767.75	0.05	0.05
43973	Small Business	United States of America	Paseo	Medium	2114	5	7	14798	739.9	14058.1	10570	3488.1	0.05	0.05
43974	Channel Partners	Canada	Velo	Medium	2165	5	7	15155	757.75	14397.25	10825	3572.25	0.05	0.05
43975	Small Business	United States of America	Carretera	Medium	2369	5	7	16583	829.15	15753.85	11845	3908.85	0.05	0.05
43976	Channel Partners	Canada	Carretera	Medium	2420	3	12	29040	1452	27588	7260	20328	0.05	0.05
43977	Small Business	France	Carretera	Medium	2471	120	125	308875	15443.75	293431.25	296520	-3088.75	0.05	0.05
43978	Enterprise	Germany	Carretera	Medium	2522	3	12	30264	1513.2	28750.8	7566	21184.8	0.05	0.05
43979	Government	Mexico	Montana	Medium	2828	250	300	848400	42420	805980	707000	98980	0.05	0.05
43980	Small Business	United States of America	Montana	Medium	2879	10	20	57580	2879	54701	28790	25911	0.05	0.05
43981	Channel Partners	Canada	Montana	Medium	2930	5	7	20510	1025.5	19484.5	14650	4834.5	0.05	0.05
43982	Small Business	United States of America	Montana	Medium	2981	250	300	894300	44715	849585	745250	104335	0.05	0.05
43983	Small Business	United States of America	Paseo	Medium	3134	5	7	21938	1096.9	20841.1	15670	5171.1	0.05	0.05
43984	Channel Partners	Canada	Paseo	Medium	3185	120	125	398125	19906.25	378218.75	382200	-3981.25	0.05	0.05
43985	Small Business	France	Paseo	Medium	3236	120	125	404500	20225	384275	388320	-4045	0.05	0.05
43986	Enterprise	Germany	Paseo	Medium	3287	120	125	410875	20543.75	390331.25	394440	-4108.75	0.05	0.05
43987	Government	Mexico	Paseo	Medium	3338	10	15	50070	2503.5	47566.5	33380	14186.5	0.05	0.05
43988	Small Business	France	Paseo	Medium	3491	260	350	1221850	61092.5	1160757.5	907660	253097.5	0.05	0.05
43989	Small Business	United States of America	Paseo	Medium	1929	10	20	38580	2314.8	36265.2	19290	16975.2	0.06	0.06
43990	Channel Partners	Canada	Paseo	Medium	1901	120	125	237625	14257.5	223367.5	228120	-4752.5	0.06	0.06
43991	Midmarket	France	Paseo	Medium	1873	120	125	234125	14047.5	220077.5	224760	-4682.5	0.06	0.06
43992	Enterprise	United States of America	Paseo	Medium	1845	10	20	36900	2214	34686	18450	16236	0.06	0.06
43993	Government	Mexico	Paseo	Medium	1817	10	20	36340	2180.4	34159.6	18170	15989.6	0.06	0.06
43994	Small Business	United States of America	Paseo	Medium	1789	5	7	12523	751.38	11771.62	8945	2826.62	0.06	0.06
43995	Channel Partners	Canada	Paseo	Medium	1761	10	15	26415	1584.9	24830.1	17610	7220.1	0.06	0.06
43996	Midmarket	France	Velo	Medium	1733	10	15	25995	1559.7	24435.3	17330	7105.3	0.06	0.06
43997	Enterprise	Germany	Velo	Medium	1705	10	15	25575	1534.5	24040.5	17050	6990.5	0.06	0.06
43998	Government	Mexico	Velo	Medium	1677	120	125	209625	12577.5	197047.5	201240	-4192.5	0.06	0.06
43999	Small Business	United States of America	Velo	Medium	1649	260	350	577150	34629	542521	428740	113781	0.06	0.06
44000	Channel Partners	Canada	Velo	Medium	1621	10	20	32420	1945.2	30474.8	16210	14264.8	0.06	0.06
44001	Midmarket	France	Velo	Medium	1593	10	20	31860	1911.6	29948.4	15930	14018.4	0.06	0.06
44002	Enterprise	Germany	Velo	Medium	1565	120	125	195625	11737.5	183887.5	187800	-3912.5	0.06	0.06
44003	Government	Mexico	Velo	Medium	1537	120	125	192125	11527.5	180597.5	184440	-3842.5	0.06	0.06
44004	Small Business	United States of America	Velo	Medium	1509	10	20	30180	1810.8	28369.2	15090	13279.2	0.06	0.06
44005	Channel Partners	Canada	Velo	Medium	1481	250	300	444300	26658	417642	370250	47392	0.06	0.06
44006	Midmarket	France	VTT	Medium	1453	10	20	29060	1743.6	27316.4	14530	12786.4	0.06	0.06
44007	Enterprise	Germany	VTT	Medium	1425	10	20	28500	1710	26790	14250	12540	0.06	0.06
44008	Government	Mexico	VTT	Medium	1397	10	20	27940	1676.4	26263.6	13970	12293.6	0.06	0.06
44009	Small Business	United States of America	VTT	Medium	1369	10	20	27380	1642.8	25737.2	13690	12047.2	0.06	0.06
44010	Channel Partners	Canada	VTT	Medium	1341	5	7	9387	563.22	8823.78	6705	2118.78	0.06	0.06
44011	Midmarket	France	VTT	Medium	1313	5	7	9191	551.46	8639.54	6565	2074.54	0.06	0.06
44012	Enterprise	Germany	Amarilla	Medium	1285	260	350	449750	26985	422765	334100	88665	0.06	0.06
44013	Government	Mexico	Amarilla	Medium	1257	260	350	439950	26397	413553	326820	86733	0.06	0.06
44014	Small Business	United States of America	Amarilla	Medium	1229	260	350	430150	25809	404341	319540	84801	0.06	0.06
44015	Channel Partners	Canada	Amarilla	Medium	1201	250	300	360300	21618	338682	300250	38432	0.06	0.06
44016	Midmarket	France	Paseo	Medium	1173	10	15	17595	1055.7	16539.3	11730	4809.3	0.06	0.06
44017	Enterprise	United States of America	Carretera	Medium	1145	10	20	22900	1374	21526	11450	10076	0.06	0.06
44018	Government	Mexico	Carretera	Medium	1117	10	15	16755	1005.3	15749.7	11170	4579.7	0.06	0.06
44019	Small Business	United States of America	Carretera	Medium	1089	3	12	13068	914.76	12153.24	3267	8886.24	0.07	0.07
44020	Channel Partners	Canada	Carretera	Medium	1061	3	12	12732	891.24	11840.76	3183	8657.76	0.07	0.07
44021	Midmarket	France	Carretera	Medium	1033	10	15	15495	1084.65	14410.35	10330	4080.35	0.07	0.07
44022	Enterprise	Germany	Carretera	Medium	1005	5	7	7035	492.45	6542.55	5025	1517.55	0.07	0.07
44023	Government	Mexico	Carretera	Medium	977	120	125	122125	8548.75	113576.25	117240	-3663.75	0.07	0.07
44024	Small Business	United States of America	Montana	Medium	949	260	350	332150	23250.5	308899.5	246740	62159.5	0.07	0.07
44025	Channel Partners	Canada	Montana	Medium	921	260	350	322350	22564.5	299785.5	239460	60325.5	0.07	0.07
44026	Midmarket	France	Montana	Medium	893	5	7	6251	437.57	5813.43	4465	1348.43	0.07	0.07
44027	Enterprise	Germany	Montana	Medium	865	3	12	10380	726.6	9653.4	2595	7058.4	0.07	0.07
44028	Government	Mexico	Paseo	Medium	837	260	350	292950	20506.5	272443.5	217620	54823.5	0.07	0.07
44029	Small Business	United States of America	Paseo	Medium	809	3	12	9708	679.56	9028.44	2427	6601.44	0.07	0.07
44030	Channel Partners	Canada	Paseo	Medium	781	260	350	273350	19134.5	254215.5	203060	51155.5	0.07	0.07
44031	Midmarket	France	Velo	Medium	753	120	125	94125	6588.75	87536.25	90360	-2823.75	0.07	0.07
44032	Enterprise	Germany	Velo	Medium	725	120	125	90625	6343.75	84281.25	87000	-2718.75	0.07	0.07
44033	Government	Mexico	Velo	Medium	697	10	15	10455	731.85	9723.15	6970	2753.15	0.07	0.07
44034	Small Business	United States of America	Velo	Medium	669	260	350	234150	16390.5	217759.5	173940	43819.5	0.07	0.07
44035	Channel Partners	Canada	Velo	Medium	641	5	7	4487	314.09	4172.91	3205	967.91	0.07	0.07
44036	Midmarket	France	Velo	Medium	613	250	300	183900	12873	171027	153250	17777	0.07	0.07
44037	Enterprise	Germany	Velo	Medium	585	260	350	204750	14332.5	190417.5	152100	38317.5	0.07	0.07
44038	Government	Mexico	VTT	Medium	557	10	15	8355	584.85	7770.15	5570	2200.15	0.07	0.07
44039	Small Business	United States of America	VTT	Medium	529	5	7	3703	259.21	3443.79	2645	798.79	0.07	0.07
44040	Channel Partners	Canada	VTT	Medium	501	250	300	150300	10521	139779	125250	14529	0.07	0.07
44041	Midmarket	France	VTT	Medium	473	10	20	9460	662.2	8797.8	4730	4067.8	0.07	0.07
44042	Enterprise	Germany	VTT	Medium	445	250	300	133500	9345	124155	111250	12905	0.07	0.07
44043	Government	Mexico	Amarilla	Medium	417	120	125	52125	3648.75	48476.25	50040	-1563.75	0.07	0.07
44044	Government	United States of America	Amarilla	Medium	389	260	350	136150	9530.5	126619.5	101140	25479.5	0.07	0.07
44045	Channel Partners	Canada	Amarilla	Medium	361	260	350	126350	8844.5	117505.5	93860	23645.5	0.07	0.07
44046	Midmarket	France	Amarilla	Medium	333	5	7	2331	163.17	2167.83	1665	502.83	0.07	0.07
44047	Enterprise	Germany	Amarilla	Medium	305	260	350	106750	7472.5	99277.5	79300	19977.5	0.07	0.07
44048	Government	Mexico	Montana	Medium	1532	10	20	30640	2144.8	28495.2	15320	13175.2	0.07	0.07
44049	Small Business	United States of America	Paseo	Medium	1526	10	15	22890	1602.3	21287.7	15260	6027.7	0.07	0.07
44050	Channel Partners	Canada	Paseo	Medium	1520	10	15	22800	1596	21204	15200	6004	0.07	0.07
44051	Midmarket	France	Paseo	Medium	1514	10	15	22710	1589.7	21120.3	15140	5980.3	0.07	0.07
44052	Enterprise	Germany	Paseo	Medium	1508	10	20	30160	2111.2	28048.8	15080	12968.8	0.07	0.07
44053	Government	Mexico	Velo	Medium	1502	10	20	30040	2102.8	27937.2	15020	12917.2	0.07	0.07
44054	Small Business	United States of America	Velo	Medium	1496	5	7	10472	733.04	9738.96	7480	2258.96	0.07	0.07
44055	Channel Partners	Canada	VTT	Medium	1490	10	15	22350	1564.5	20785.5	14900	5885.5	0.07	0.07
44056	Midmarket	France	Carretera	Medium	1484	3	12	17808	1246.56	16561.44	4452	12109.44	0.07	0.07
44057	Enterprise	Germany	Carretera	Medium	1478	3	12	17736	1241.52	16494.48	4434	12060.48	0.07	0.07
44058	Government	Mexico	Carretera	Medium	1472	10	20	29440	2060.8	27379.2	14720	12659.2	0.07	0.07
44059	Small Business	United States of America	Montana	Medium	1466	3	12	17592	1231.44	16360.56	4398	11962.56	0.07	0.07
44060	Channel Partners	Canada	Montana	Medium	1460	3	12	17520	1401.6	16118.4	4380	11738.4	0.08	0.08
44061	Midmarket	United States of America	Paseo	Medium	1454	5	7	10178	814.24	9363.76	7270	2093.76	0.08	0.08
44062	Enterprise	Germany	Velo	Medium	900	10	15	13500	1080	12420	9000	3420	0.08	0.08
44063	Government	Mexico	Velo	Medium	1442	5	7	10094	807.52	9286.48	7210	2076.48	0.08	0.08
44064	Small Business	United States of America	Velo	Medium	1436	5	7	10052	804.16	9247.84	7180	2067.84	0.08	0.08
44065	Channel Partners	Canada	Velo	Medium	1200	5	7	8400	672	7728	6000	1728	0.08	0.08
44066	Midmarket	France	VTT	Medium	1424	3	12	17088	1367.04	15720.96	4272	11448.96	0.08	0.08
44067	Enterprise	Germany	VTT	Medium	1418	3	12	17016	1361.28	15654.72	4254	11400.72	0.08	0.08
44068	Government	Mexico	VTT	Medium	1412	5	7	9884	790.72	9093.28	7060	2033.28	0.08	0.08
44069	Small Business	United States of America	Amarilla	Medium	863	5	7	6041	483.28	5557.72	4315	1242.72	0.08	0.08
44070	Channel Partners	Canada	Carretera	Medium	765	260	350	267750	21420	246330	198900	47430	0.08	0.08
44071	Midmarket	France	Carretera	Medium	1394	250	300	418200	33456	384744	348500	36244	0.08	0.08
44072	Enterprise	Germany	Carretera	Medium	865	250	300	259500	20760	238740	216250	22490	0.08	0.08
44073	Government	Mexico	Montana	Medium	1382	10	20	27640	2211.2	25428.8	13820	11608.8	0.08	0.08
44074	Small Business	United States of America	Montana	Medium	1376	250	300	412800	33024	379776	344000	35776	0.08	0.08
44075	Channel Partners	Canada	Montana	Medium	544	120	125	68000	5440	62560	65280	-2720	0.08	0.08
44076	Midmarket	France	Paseo	Medium	1364	250	300	409200	32736	376464	341000	35464	0.08	0.08
44077	Enterprise	Germany	Paseo	Medium	1358	250	300	407400	32592	374808	339500	35308	0.08	0.08
44078	Government	Mexico	Paseo	Medium	434	120	125	54250	4340	49910	52080	-2170	0.08	0.08
44079	Small Business	United States of America	Paseo	Medium	1346	10	15	20190	1615.2	18574.8	13460	5114.8	0.08	0.08
44080	Channel Partners	Canada	Paseo	Medium	1340	10	15	20100	1608	18492	13400	5092	0.08	0.08
44081	Midmarket	France	Paseo	Medium	345	10	20	6900	552	6348	3450	2898	0.08	0.08
44082	Enterprise	Germany	Paseo	Medium	1328	250	300	398400	31872	366528	332000	34528	0.08	0.08
44083	Government	Mexico	Paseo	Medium	1322	250	300	396600	31728	364872	330500	34372	0.08	0.08
44084	Small Business	United States of America	Paseo	Medium	688	3	12	8256	660.48	7595.52	2064	5531.52	0.08	0.08
44085	Channel Partners	Canada	Paseo	Medium	1310	5	7	9170	733.6	8436.4	6550	1886.4	0.08	0.08
44086	Midmarket	United States of America	Velo	Medium	1304	250	300	391200	31296	359904	326000	33904	0.08	0.08
44087	Enterprise	Germany	Velo	Medium	754	10	20	15080	1206.4	13873.6	7540	6333.6	0.08	0.08
44088	Government	Mexico	Velo	Medium	1292	120	125	161500	12920	148580	155040	-6460	0.08	0.08
44089	Small Business	United States of America	Velo	Medium	1286	10	20	25720	2057.6	23662.4	12860	10802.4	0.08	0.08
44090	Channel Partners	Canada	Velo	Medium	333	10	20	6660	532.8	6127.2	3330	2797.2	0.08	0.08
44091	Midmarket	France	Velo	Medium	1274	250	300	382200	30576	351624	318500	33124	0.08	0.08
44092	Enterprise	Germany	Velo	Medium	1268	10	20	25360	2028.8	23331.2	12680	10651.2	0.08	0.08
44093	Government	Mexico	VTT	Medium	789	3	12	9468	757.44	8710.56	2367	6343.56	0.08	0.08
44094	Small Business	United States of America	VTT	Medium	1256	250	300	376800	30144	346656	314000	32656	0.08	0.08
44095	Channel Partners	Canada	VTT	Medium	224	250	300	67200	5376	61824	56000	5824	0.08	0.08
44096	Midmarket	France	Amarilla	Medium	1244	120	125	155500	12440	143060	149280	-6220	0.08	0.08
44097	Enterprise	Germany	Amarilla	Medium	1238	260	350	433300	34664	398636	321880	76756	0.08	0.08
44098	Government	Mexico	Amarilla	Medium	577	120	125	72125	5770	66355	69240	-2885	0.08	0.08
44099	Small Business	United States of America	Amarilla	Medium	1226	10	20	24520	1961.6	22558.4	12260	10298.4	0.08	0.08
44100	Channel Partners	Canada	Amarilla	Medium	1220	250	300	366000	29280	336720	305000	31720	0.08	0.08
44101	Midmarket	France	Montana	Medium	1214	5	7	8498	679.84	7818.16	6070	1748.16	0.08	0.08
44102	Enterprise	Germany	Montana	Medium	432	10	20	8640	691.2	7948.8	4320	3628.8	0.08	0.08
44103	Government	Mexico	Paseo	Medium	1202	5	7	8414	757.26	7656.74	6010	1646.74	0.09	0.09
44104	Small Business	United States of America	Amarilla	Medium	1196	10	20	23920	2152.8	21767.2	11960	9807.2	0.09	0.09
44105	Channel Partners	Canada	Carretera	Medium	1190	120	125	148750	13387.5	135362.5	142800	-7437.5	0.09	0.09
44106	Midmarket	France	Carretera	Medium	667	10	15	10005	900.45	9104.55	6670	2434.55	0.09	0.09
44107	Enterprise	Germany	Carretera	Medium	1178	260	350	412300	37107	375193	306280	68913	0.09	0.09
44108	Government	Mexico	Montana	Medium	1172	10	15	17580	1582.2	15997.8	11720	4277.8	0.09	0.09
44109	Small Business	United States of America	Montana	Medium	1166	10	20	23320	2098.8	21221.2	11660	9561.2	0.09	0.09
44110	Channel Partners	Canada	Montana	Medium	445	10	20	8900	801	8099	4450	3649	0.09	0.09
44111	Midmarket	France	Montana	Medium	1154	250	300	346200	31158	315042	288500	26542	0.09	0.09
44112	Enterprise	Germany	Montana	Medium	1148	250	300	344400	30996	313404	287000	26404	0.09	0.09
44113	Government	Mexico	Montana	Medium	245	10	15	3675	330.75	3344.25	2450	894.25	0.09	0.09
44114	Small Business	United States of America	Paseo	Medium	1136	120	125	142000	12780	129220	136320	-7100	0.09	0.09
44115	Channel Partners	Canada	Paseo	Medium	1130	5	7	7910	711.9	7198.1	5650	1548.1	0.09	0.09
44116	Midmarket	France	Paseo	Medium	1124	5	7	7868	708.12	7159.88	5620	1539.88	0.09	0.09
44117	Enterprise	Germany	Paseo	Medium	1118	10	20	22360	2012.4	20347.6	11180	9167.6	0.09	0.09
44118	Government	Mexico	Paseo	Medium	356	250	300	106800	9612	97188	89000	8188	0.09	0.09
44119	Small Business	United States of America	Paseo	Medium	1106	5	7	7742	696.78	7045.22	5530	1515.22	0.09	0.09
44120	Channel Partners	Canada	Paseo	Medium	1100	5	7	7700	693	7007	5500	1507	0.09	0.09
44121	Midmarket	France	Paseo	Medium	432	5	7	3024	272.16	2751.84	2160	591.84	0.09	0.09
44122	Enterprise	Germany	Paseo	Medium	1088	10	20	21760	1958.4	19801.6	10880	8921.6	0.09	0.09
44123	Government	Mexico	Paseo	Medium	1082	10	20	21640	1947.6	19692.4	10820	8872.4	0.09	0.09
44124	Small Business	United States of America	Paseo	Medium	1076	260	350	376600	33894	342706	279760	62946	0.09	0.09
44125	Small Business	Mexico	Paseo	Medium	1070	5	7	7490	674.1	6815.9	5350	1465.9	0.09	0.09
44126	Government	Canada	Carretera	None	1618.5	10	20	32370	0	32370	16185	16185	0	0
44127	Government	Germany	Carretera	None	1321	10	20	26420	0	26420	13210	13210	0	0
44128	Midmarket	France	Carretera	None	2178	10	15	32670	0	32670	21780	10890	0	0
44129	Midmarket	Germany	Carretera	None	888	10	15	13320	0	13320	8880	4440	0	0
44130	Midmarket	Mexico	Carretera	None	2470	10	15	37050	0	37050	24700	12350	0	0
44131	Government	Germany	Carretera	None	1513	260	350	529550	0	529550	393380	136170	0	0
44132	Midmarket	Germany	Montana	None	921	10	15	13815	0	13815	9210	4605	0	0
44133	Channel Partners	Canada	Montana	None	2518	3	12	30216	0	30216	7554	22662	0	0
44134	Government	France	Montana	None	1899	10	20	37980	0	37980	18990	18990	0	0
44135	Channel Partners	Germany	Montana	None	1545	3	12	18540	0	18540	4635	13905	0	0
44136	Midmarket	Mexico	Montana	None	2470	10	15	37050	0	37050	24700	12350	0	0
44137	Enterprise	Canada	Montana	None	2665.5	120	125	333187.5	0	333187.5	319860	13327.5	0	0
44138	Small Business	Mexico	Montana	None	958	250	300	287400	0	287400	239500	47900	0	0
44139	Government	Germany	Montana	None	2146	5	7	15022	0	15022	10730	4292	0	0
44140	Enterprise	Canada	Montana	None	345	120	125	43125	0	43125	41400	1725	0	0
44141	Midmarket	United States of America	Montana	None	615	10	15	9225	0	9225	6150	3075	0	0
44142	Government	Canada	Paseo	None	292	10	20	5840	0	5840	2920	2920	0	0
44143	Midmarket	Mexico	Paseo	None	974	10	15	14610	0	14610	9740	4870	0	0
44144	Channel Partners	Canada	Paseo	None	2518	3	12	30216	0	30216	7554	22662	0	0
44145	Government	Germany	Paseo	None	1006	260	350	352100	0	352100	261560	90540	0	0
44146	Channel Partners	Germany	Paseo	None	367	3	12	4404	0	4404	1101	3303	0	0
44147	Government	Mexico	Paseo	None	883	5	7	6181	0	6181	4415	1766	0	0
44148	Midmarket	France	Paseo	None	549	10	15	8235	0	8235	5490	2745	0	0
44149	Small Business	Mexico	Paseo	None	788	250	300	236400	0	236400	197000	39400	0	0
44150	Midmarket	Mexico	Paseo	None	2472	10	15	37080	0	37080	24720	12360	0	0
